,drug_English,drug,MOL ID,MOlecule,MOlecule_url,MOleculeName,InChIKey,SMLIES,GIabsorption,Lipinski,Ghose,Veber,Egan,Muegge,SwissADME
29,Poria,茯苓,MOL000301,2-lauroleic acid,https://tcmsp-e.com/molecule.php?qn=301,2-lauroleic acid,PAWGRNGPMLVJQH-ZHACJKMWSA-N,CCCCCCCCCC=CC(=O)O,High,Yes,Yes,Yes,Yes,No,1
30,Poria,茯苓,MOL000302,Undekansaeure,https://tcmsp-e.com/molecule.php?qn=302,Undekansaeure,ZDPHROOEEOARMN-UHFFFAOYSA-N,CCCCCCCCCCC(=O)O,High,Yes,Yes,Yes,Yes,No,1
31,Poria,茯苓,MOL000303,caprylic acid,https://tcmsp-e.com/molecule.php?qn=303,caprylic acid,WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O,High,Yes,No,Yes,Yes,No,1
32,Poria,茯苓,MOL000304,Ethyl glucoside,https://tcmsp-e.com/molecule.php?qn=304,Ethyl glucoside,WYUFTYLVLQZQNH-JAJWTYFOSA-N,CCOC1C(C(C(C(O1)CO)O)O)O,High,Yes,No,Yes,Yes,No,1
33,Poria,茯苓,MOL000305,lauric acid,https://tcmsp-e.com/molecule.php?qn=305,lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,High,Yes,Yes,Yes,Yes,Yes,1
34,Poria,茯苓,MOL000069,palmitic acid,https://tcmsp-e.com/molecule.php?qn=69,palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,High,Yes,Yes,No,Yes,No,1
1,White Atractylodes Rhizome,白术,MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,(+/-)-Isoborneol,DTGKSKDOIYIVQL-MRTMQBJTSA-N,CC1(C2CCC1(C(C2)O)C)C,High,Yes,No,Yes,Yes,No,1
2,White Atractylodes Rhizome,白术,MOL000019,D-Camphene,https://tcmsp-e.com/molecule.php?qn=19,D-Camphene,CRPUJAZIXJMDBK-DTWKUNHWSA-N,CC1(C2CCC(C2)C1=C)C,Low,Yes,No,Yes,Yes,No,0
3,White Atractylodes Rhizome,白术,MOL000020,"12-senecioyl-2E,8E,10E-atractylentriol",https://tcmsp-e.com/molecule.php?qn=20,"12-senecioyl-2E,8E,10E-atractylentriol",UJHAKGDWVZIMIT-PKPRIEKHSA-N,CC(=CC(=O)OC(CCO)C=CC=CC#CC#CC=CCO)C,High,Yes,Yes,Yes,Yes,Yes,1
4,White Atractylodes Rhizome,白术,MOL000021,"14-acetyl-12-senecioyl-2E,8E,10E-atractylentriol",https://tcmsp-e.com/molecule.php?qn=21,"14-acetyl-12-senecioyl-2E,8E,10E-atractylentriol",CQDVFBMTEZFKKY-JAPNHWDDSA-N,CC(=CC(=O)OC(CCOC(=O)C)C=CC=CC#CC#CC=CCO)C,High,Yes,Yes,Yes,Yes,Yes,1
5,White Atractylodes Rhizome,白术,MOL000022,"14-acetyl-12-senecioyl-2E,8Z,10E-atractylentriol",https://tcmsp-e.com/molecule.php?qn=22,"14-acetyl-12-senecioyl-2E,8Z,10E-atractylentriol",CQDVFBMTEZFKKY-PUYRJQRLSA-N,CC(=CC(=O)OC(CCOC(=O)C)C=CC=CC#CC#CC=CCO)C,High,Yes,Yes,Yes,Yes,Yes,1
6,White Atractylodes Rhizome,白术,MOL000023,Hemo-sol,https://tcmsp-e.com/molecule.php?qn=23,Hemo-sol,XMGQYMWWDOXHJM-JTQLQIEISA-N,CC1=CCC(CC1)C(=C)C,Low,Yes,No,Yes,Yes,No,0
7,White Atractylodes Rhizome,白术,MOL000024,alpha-humulene,https://tcmsp-e.com/molecule.php?qn=24,alpha-humulene,FAMPSKZZVDUYOS-HRGUGZIWSA-N,CC1=CCC(C=CCC(=CCC1)C)(C)C,Low,Yes,Yes,Yes,Yes,No,0
8,White Atractylodes Rhizome,白术,MOL000025,α-Longipinene,https://tcmsp-e.com/molecule.php?qn=25,α-Longipinene,HICYDYJTCDBHMZ-COMQUAJESA-N,CC1=CCC2C3C1C2(CCCC3(C)C)C,Low,Yes,Yes,Yes,Yes,No,0
9,White Atractylodes Rhizome,白术,MOL000026,stigmast-22E-en-3beta-ol,https://tcmsp-e.com/molecule.php?qn=26,stigmast-22E-en-3beta-ol,CSVWWLUMXNHWSU-OYQPQXIVSA-N,CCC(C=CC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
10,White Atractylodes Rhizome,白术,MOL000027,alpha-Curcumene,https://tcmsp-e.com/molecule.php?qn=27,alpha-Curcumene,VMYXUZSZMNBRCN-CQSZACIVSA-N,CC1=CC=C(C=C1)C(C)CCC=C(C)C,Low,Yes,Yes,Yes,Yes,No,0
11,White Atractylodes Rhizome,白术,MOL000028,α-Amyrin,https://tcmsp-e.com/molecule.php?qn=28,α-Amyrin,FSLPMRQHCOLESF-FRCIEAHOSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C,Low,Yes,No,Yes,No,No,0
12,White Atractylodes Rhizome,白术,MOL000029,beta-Humulene,https://tcmsp-e.com/molecule.php?qn=29,beta-Humulene,HAVYZKHVTLAPDZ-PPGMXFKZSA-N,CC1=CCC(C=CCC(=C)CCC1)(C)C,Low,Yes,Yes,Yes,Yes,No,0
13,White Atractylodes Rhizome,白术,MOL000030,(1R)-2-methyl-1-phenylprop-2-en-1-ol,https://tcmsp-e.com/molecule.php?qn=30,(1R)-2-methyl-1-phenylprop-2-en-1-ol,ZGYBYYJGIKPBFD-SNVBAGLBSA-N,CC(=C)C(C1=CC=CC=C1)O,High,Yes,No,Yes,Yes,No,1
14,White Atractylodes Rhizome,白术,MOL000031,"(3S)-3-[(1R)-1,5-dimethylhex-4-enyl]-6-methylenecyclohexene",https://tcmsp-e.com/molecule.php?qn=31,"(3S)-3-[(1R)-1,5-dimethylhex-4-enyl]-6-methylenecyclohexene",PHWISBHSBNDZDX-CABCVRRESA-N,CC(CCC=C(C)C)C1CCC(=C)C=C1,Low,Yes,Yes,Yes,Yes,No,0
15,White Atractylodes Rhizome,白术,MOL000032,beta-Eudesmol,https://tcmsp-e.com/molecule.php?qn=32,beta-Eudesmol,BOPIMTNSYWYZOC-VNHYZAJKSA-N,CC12CCCC(=C)C1CC(CC2)C(C)(C)O,High,Yes,Yes,Yes,Yes,No,1
16,White Atractylodes Rhizome,白术,MOL000033,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",https://tcmsp-e.com/molecule.php?qn=33,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",KLEXDBGYSOIREE-UIFQYPGESA-N,CCCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
17,White Atractylodes Rhizome,白术,MOL000034,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",https://tcmsp-e.com/molecule.php?qn=34,"2-[(1R,3S,4S)-3-isopropenyl-4-methyl-4-vinylcyclohexyl]propan-2-ol",GFJIQNADMLPFOW-VNHYZAJKSA-N,CC(=C)C1CC(CCC1(C)C=C)C(C)(C)O,High,Yes,Yes,Yes,Yes,No,1
18,White Atractylodes Rhizome,白术,MOL000035,beta-Selinene,https://tcmsp-e.com/molecule.php?qn=35,beta-Selinene,YOVSPTNQHMDJAG-QLFBSQMISA-N,CC(=C)C1CCC2(CCCC(=C)C2C1)C,Low,Yes,Yes,Yes,Yes,No,0
19,White Atractylodes Rhizome,白术,MOL000036,beta-caryophyllene,https://tcmsp-e.com/molecule.php?qn=36,beta-caryophyllene,NPNUFJAVOOONJE-GFUGXAQUSA-N,CC1=CCCC(=C)C2CC(C2CC1)(C)C,Low,Yes,Yes,Yes,Yes,No,0
20,White Atractylodes Rhizome,白术,MOL000037,γ-elemene,https://tcmsp-e.com/molecule.php?qn=37,γ-elemene,BQSLMQNYHVFRDT-CABCVRRESA-N,CC(=C1CCC(C(C1)C(=C)C)(C)C=C)C,Low,Yes,Yes,Yes,Yes,No,0
21,White Atractylodes Rhizome,白术,MOL000038,Akridin,https://tcmsp-e.com/molecule.php?qn=38,Akridin,DZBUGLKDJFMEHC-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,High,Yes,Yes,Yes,Yes,No,1
22,White Atractylodes Rhizome,白术,MOL000039,"(1S,2R,4R)-Neoiso-dihydrocarveol",https://tcmsp-e.com/molecule.php?qn=39,"(1S,2R,4R)-Neoiso-dihydrocarveol",KRCZYMFUWVJCLI-IVZWLZJFSA-N,CC1CCC(CC1O)C(=C)C,High,Yes,No,Yes,Yes,No,1
23,White Atractylodes Rhizome,白术,MOL000040,Scopoletol,https://tcmsp-e.com/molecule.php?qn=40,Scopoletol,RODXRVNMMDRFIK-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,High,Yes,Yes,Yes,Yes,No,1
24,White Atractylodes Rhizome,白术,MOL000041,PHA,https://tcmsp-e.com/molecule.php?qn=41,PHA,COLNVLDHVKWLRT-QMMMGPOBSA-N,C1=CC=C(C=C1)CC(C(=O)[O-])[NH3+],High,Yes,No,Yes,Yes,No,1
25,White Atractylodes Rhizome,白术,MOL000042,LPG,https://tcmsp-e.com/molecule.php?qn=42,LPG,QNAYBMKLOCPYGJ-REOHCLBHSA-N,CC(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
26,White Atractylodes Rhizome,白术,MOL000043,atractylenolide i,https://tcmsp-e.com/molecule.php?qn=43,atractylenolide i,ZTVSGQPHMUYCRS-SWLSCSKDSA-N,CC1=C2CC3C(=C)CCCC3(C=C2OC1=O)C,High,Yes,Yes,Yes,Yes,Yes,1
27,White Atractylodes Rhizome,白术,MOL000044,atractylenolideII,https://tcmsp-e.com/molecule.php?qn=44,atractylenolideII,OQYBLUDOOFOBPO-KCQAQPDRSA-N,CC1=C2CC3C(=C)CCCC3(CC2OC1=O)C,High,Yes,Yes,Yes,Yes,Yes,1
28,White Atractylodes Rhizome,白术,MOL000045,atractylenolide iii,https://tcmsp-e.com/molecule.php?qn=45,atractylenolide iii,FBMORZZOJSDNRQ-GLQYFDAESA-N,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)O)C,High,Yes,Yes,Yes,Yes,Yes,1
29,White Atractylodes Rhizome,白术,MOL000046,atractylone,https://tcmsp-e.com/molecule.php?qn=46,atractylone,TYPSVDGIQAOBAD-ZFWWWQNUSA-N,CC1=COC2=C1CC3C(=C)CCCC3(C2)C,High,Yes,Yes,Yes,Yes,No,1
30,White Atractylodes Rhizome,白术,MOL000047,juniper camphor,https://tcmsp-e.com/molecule.php?qn=47,juniper camphor,STRABSCAWZINIF-RRFJBIMHSA-N,CC(=C1CCC2(CCCC(C2C1)(C)O)C)C,High,Yes,Yes,Yes,Yes,No,1
31,White Atractylodes Rhizome,白术,MOL000048,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",https://tcmsp-e.com/molecule.php?qn=48,"(5E,9Z)-3,6,10-trimethyl-4,7,8,11-tetrahydrocyclodeca[b]furan",VMDXHYHOJPKFEK-RZWYOFBOSA-N,CC1=CCC2=C(CC(=CCC1)C)OC=C2C,High,Yes,Yes,Yes,Yes,No,1
32,White Atractylodes Rhizome,白术,MOL000049,3β-acetoxyatractylone,https://tcmsp-e.com/molecule.php?qn=49,3β-acetoxyatractylone,YYGOPZCCRBWMBK-ZOBUZTSGSA-N,CC1=COC2=C1CC3C(=C)C(CCC3(C2)C)OC(=O)C,High,Yes,Yes,Yes,Yes,Yes,1
33,White Atractylodes Rhizome,白术,MOL000050,GLY,https://tcmsp-e.com/molecule.php?qn=50,GLY,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
34,White Atractylodes Rhizome,白术,MOL000051,Polymannose,https://tcmsp-e.com/molecule.php?qn=51,Polymannose,GZCGUPFRVQAUEE-KVTDHHQDSA-N,C(C(C(C(C(C=O)O)O)O)O)O,Low,Yes,No,Yes,Yes,No,0
35,White Atractylodes Rhizome,白术,MOL000052,Gulutamine,https://tcmsp-e.com/molecule.php?qn=52,Gulutamine,WHUUTDBJXJRKMK-VKHMYHEASA-N,C(CC(=O)O)C(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
36,White Atractylodes Rhizome,白术,MOL000053,Methose,https://tcmsp-e.com/molecule.php?qn=53,Methose,BJHIKXHVCXFQLS-UYFOZJQFSA-N,C(C(C(C(C(=O)CO)O)O)O)O,Low,Yes,No,Yes,Yes,No,0
37,White Atractylodes Rhizome,白术,MOL000054,L-,https://tcmsp-e.com/molecule.php?qn=54,L-,ODKSFYDXXFIFQN-BYPYZUCNSA-N,C(CC(C(=O)[O-])N)C[NH+]=C(N)N,Low,Yes,No,Yes,No,No,0
38,White Atractylodes Rhizome,白术,MOL000055,L-Lysin,https://tcmsp-e.com/molecule.php?qn=55,L-Lysin,KDXKERNSBIXSRK-YFKPBYRVSA-N,C(CCN)CC(C(=O)O)N,High,Yes,No,Yes,Yes,No,1
39,White Atractylodes Rhizome,白术,MOL000056,DTY,https://tcmsp-e.com/molecule.php?qn=56,DTY,OUYCCCASQSFEME-QMMMGPOBSA-N,C1=CC(=CC=C1CC(C(=O)[O-])[NH3+])O,High,Yes,No,Yes,Yes,No,1
40,White Atractylodes Rhizome,白术,MOL000057,DIBP,https://tcmsp-e.com/molecule.php?qn=57,DIBP,MGWAVDBGNNKXQV-UHFFFAOYSA-N,CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C,High,Yes,Yes,Yes,Yes,Yes,1
41,White Atractylodes Rhizome,白术,MOL000058,"2-[(2R,5S,6S)-6,10-dimethylspiro[4.5]dec-9-en-2-yl]propan-2-ol",https://tcmsp-e.com/molecule.php?qn=58,"2-[(2R,5S,6S)-6,10-dimethylspiro[4.5]dec-9-en-2-yl]propan-2-ol",ICWHTQRTTHCUHW-GZBFAFLISA-N,CC1CCC=C(C12CCC(C2)C(C)(C)O)C,High,Yes,Yes,Yes,Yes,No,1
42,White Atractylodes Rhizome,白术,MOL000059,uridine,https://tcmsp-e.com/molecule.php?qn=59,uridine,DRTQHJPVMGBUCF-XVFCMESISA-N,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,Low,Yes,No,Yes,Yes,Yes,0
43,White Atractylodes Rhizome,白术,MOL000060,"selina-4(14),7(11)-dien-8-one",https://tcmsp-e.com/molecule.php?qn=60,"selina-4(14),7(11)-dien-8-one",NKGSEACIYQINQJ-UKRRQHHQSA-N,CC(=C1CC2C(=C)CCCC2(CC1=O)C)C,High,Yes,Yes,Yes,Yes,No,1
44,White Atractylodes Rhizome,白术,MOL000061,Prolinum,https://tcmsp-e.com/molecule.php?qn=61,Prolinum,ONIBWKKTOPOVIA-BYPYZUCNSA-N,C1CC([NH2+]C1)C(=O)[O-],Low,Yes,No,Yes,Yes,No,0
45,White Atractylodes Rhizome,白术,MOL000062,biatractylolide,https://tcmsp-e.com/molecule.php?qn=62,biatractylolide,RBJDJJGMGHKQMI-NKVIMRNUSA-N,CC1=C2CC3C(=C)CCCC3(CC2(OC1=O)C45CC6(CCCC(=C)C6CC4=C(C(=O)O5)C)C)C,High,Yes,No,Yes,No,No,1
46,White Atractylodes Rhizome,白术,MOL000063,ATRACTYLODES MACROCEPHALA,https://tcmsp-e.com/molecule.php?qn=63,ATRACTYLODES MACROCEPHALA,RBJDJJGMGHKQMI-XHDLGADSSA-N,-,-,-,-,-,-,-,-
47,White Atractylodes Rhizome,白术,MOL000064,D-Serin,https://tcmsp-e.com/molecule.php?qn=64,D-Serin,MTCFGRXMJLQNBG-UWTATZPHSA-N,C(C(C(=O)[O-])[NH3+])O,Low,Yes,No,Yes,Yes,No,0
48,White Atractylodes Rhizome,白术,MOL000065,ASI,https://tcmsp-e.com/molecule.php?qn=65,ASI,CKLJMWTZIZZHCS-REOHCLBHSA-N,C(C(C(=O)O)[NH3+])C(=O)[O-],Low,Yes,No,Yes,Yes,No,0
49,White Atractylodes Rhizome,白术,MOL000066,alloaromadedrene,https://tcmsp-e.com/molecule.php?qn=66,alloaromadedrene,ITYNGVSTWVVPIC-PDWCTOEPSA-N,CC1CCC2C1C3C(C3(C)C)CCC2=C,Low,Yes,Yes,Yes,Yes,No,0
50,White Atractylodes Rhizome,白术,MOL000067,L-Valin,https://tcmsp-e.com/molecule.php?qn=67,L-Valin,KZSNJWFQEVHDMF-BYPYZUCNSA-N,CC(C)C(C(=O)[O-])[NH3+],High,Yes,No,Yes,Yes,No,1
51,White Atractylodes Rhizome,白术,MOL000068,L-Ile,https://tcmsp-e.com/molecule.php?qn=68,L-Ile,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CCC(C)C(C(=O)[O-])[NH3+],High,Yes,No,Yes,Yes,No,1
52,White Atractylodes Rhizome,白术,MOL000069,palmitic acid,https://tcmsp-e.com/molecule.php?qn=69,palmitic acid,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O,High,Yes,Yes,No,Yes,No,1
53,White Atractylodes Rhizome,白术,MOL000070,Ethyl pivaloylacetate,https://tcmsp-e.com/molecule.php?qn=70,Ethyl pivaloylacetate,VUYNTIDSHCJIKF-UHFFFAOYSA-N,CCOC(=O)CC(=O)C(C)(C)C,High,Yes,Yes,Yes,Yes,No,1
54,White Atractylodes Rhizome,白术,MOL000071,Istidina,https://tcmsp-e.com/molecule.php?qn=71,Istidina,HNDVDQJCIGZPNO-YFKPBYRVSA-N,C1=C(NC=N1)CC(C(=O)[O-])[NH3+],Low,Yes,No,Yes,Yes,No,0
55,White Atractylodes Rhizome,白术,MOL000072,8β-ethoxy atractylenolide Ⅲ,https://tcmsp-e.com/molecule.php?qn=72,8β-ethoxy atractylenolide Ⅲ,JATCNILBQFTWFJ-XKQJLSEDSA-N,CCOC12CC3(CCCC(=C)C3CC1=C(C(=O)O2)C)C,High,Yes,Yes,Yes,Yes,Yes,1
1,Moutan Root Bark,牡丹皮,MOL000103,PHB,https://tcmsp-e.com/molecule.php?qn=103,PHB,FJKROLUGYXJWQN-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)[O-])[OH2+],High,Yes,No,Yes,Yes,No,1
2,Moutan Root Bark,牡丹皮,MOL000114,vanillic acid,https://tcmsp-e.com/molecule.php?qn=114,vanillic acid,WKOLLVMJNQIZCI-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C(=O)O)O,High,Yes,Yes,Yes,Yes,No,1
3,Moutan Root Bark,牡丹皮,MOL001246,(1R)-()-Nopinone,https://tcmsp-e.com/molecule.php?qn=1246,(1R)-()-Nopinone,XZFDKWMYCUEKSS-RNFRBKRXSA-N,CC1(C2CCC(=O)C1C2)C,High,Yes,No,Yes,Yes,No,1
4,Moutan Root Bark,牡丹皮,MOL001551,Trochol,https://tcmsp-e.com/molecule.php?qn=1551,Trochol,FVWJYYTZTCVBKE-ROUWMTJPSA-N,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,Low,Yes,No,Yes,No,No,0
5,Moutan Root Bark,牡丹皮,MOL001692,beta-D-Apiose,https://tcmsp-e.com/molecule.php?qn=1692,beta-D-Apiose,ASNHGEVAWNWCRQ-VPENINKCSA-N,C1C(C(C(O1)O)O)(CO)O,Low,Yes,No,Yes,Yes,No,0
6,Moutan Root Bark,牡丹皮,MOL001915,paeonoside,https://tcmsp-e.com/molecule.php?qn=1915,paeonoside,XFFQVRFGLSBFON-QZSVGRKJSA-N,CC1=CC(O[C@@H]2OC(CO)C(C)C(C)C2O)=CC2=C1C(=O)C(O[C@H]1OC(CO)[C@@H](O)[C@H](O)C1O)=C(C1=CC=C(O)C=C1)O2,Low,Yes,No,Yes,No,No,0
7,Moutan Root Bark,牡丹皮,MOL009092,Pentagalloylglucose,https://tcmsp-e.com/molecule.php?qn=9092,Pentagalloylglucose,QJYNZEYHSMRWBK-NIKIMHBISA-N,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O,Low,No,No,No,No,No,0
8,Moutan Root Bark,牡丹皮,MOL001925,paeoniflorin_qt,https://tcmsp-e.com/molecule.php?qn=1925,paeoniflorin_qt,GWQHMWOOQLVRLG-JGAAPJFWSA-N,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)O)O,High,Yes,Yes,Yes,Yes,Yes,1
9,Moutan Root Bark,牡丹皮,MOL002046,hexanoic acid,https://tcmsp-e.com/molecule.php?qn=2046,hexanoic acid,FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O,High,Yes,No,Yes,Yes,No,1
10,Moutan Root Bark,牡丹皮,MOL002095,DEP,https://tcmsp-e.com/molecule.php?qn=2095,DEP,FLKPEMZONWLCSK-UHFFFAOYSA-N,CCOC(=O)C1=CC=CC=C1C(=O)OCC,High,Yes,Yes,Yes,Yes,Yes,1
11,Moutan Root Bark,牡丹皮,MOL000211,Mairin,https://tcmsp-e.com/molecule.php?qn=211,Mairin,QGJZLNKBHJESQX-FZFNOLFKSA-N,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,Low,Yes,No,Yes,No,No,0
12,Moutan Root Bark,牡丹皮,MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,BOX,WPYMKLBDIGXBTP-UHFFFAOYSA-N,[H+].C1=CC=C(C=C1)C(=O)[O-],High,Yes,No,Yes,Yes,No,1
13,Moutan Root Bark,牡丹皮,MOL002215,Oleanic acid,https://tcmsp-e.com/molecule.php?qn=2215,Oleanic acid,MXEMKMNFLXVQBW-LNVXMQETSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCCC5(C)C)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
14,Moutan Root Bark,牡丹皮,MOL000223,caffeic acid,https://tcmsp-e.com/molecule.php?qn=223,caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O,High,Yes,Yes,Yes,Yes,No,1
15,Moutan Root Bark,牡丹皮,MOL000254,eugenol,https://tcmsp-e.com/molecule.php?qn=254,eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)O,High,Yes,Yes,Yes,Yes,No,1
16,Moutan Root Bark,牡丹皮,MOL000263,oleanolic acid,https://tcmsp-e.com/molecule.php?qn=263,oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
17,Moutan Root Bark,牡丹皮,MOL002786,Apocynin,https://tcmsp-e.com/molecule.php?qn=2786,Apocynin,DFYRUELUNQRZTB-UHFFFAOYSA-N,CC(=O)C1=CC(=C(C=C1)O)OC,High,Yes,Yes,Yes,Yes,No,1
18,Moutan Root Bark,牡丹皮,MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,sitosterol,KZJWDPNRJALLNS-ZFVHJZABSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
19,Moutan Root Bark,牡丹皮,MOL003881,6-Hydroxycoumarin,https://tcmsp-e.com/molecule.php?qn=3881,6-Hydroxycoumarin,CJIJXIFQYOPWTF-UHFFFAOYSA-N,C1=CC2=C(C=CC(=O)O2)C=C1O,High,Yes,No,Yes,Yes,No,1
20,Moutan Root Bark,牡丹皮,MOL000422,kaempferol,https://tcmsp-e.com/molecule.php?qn=422,kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
21,Moutan Root Bark,牡丹皮,MOL000492,(+)-catechin,https://tcmsp-e.com/molecule.php?qn=492,(+)-catechin,PFTAWBLQPZVEMU-DZGCQCFKSA-N,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
22,Moutan Root Bark,牡丹皮,MOL005090,oxypaeoniflorin_qt,https://tcmsp-e.com/molecule.php?qn=5090,oxypaeoniflorin_qt,FICRKDWVMQNZMX-JGAAPJFWSA-N,CCC(C)(CC(C)C1O[C@@H]1O)C(C)(CO)CCOC(=O)C1=CC=C(O)C=C1,High,Yes,Yes,No,Yes,Yes,1
23,Moutan Root Bark,牡丹皮,MOL000513,"3,4,5-trihydroxybenzoic acid",https://tcmsp-e.com/molecule.php?qn=513,"3,4,5-trihydroxybenzoic acid",LNTHITQWFMADLM-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)O)O)C(=O)O,High,Yes,No,Yes,Yes,No,1
24,Moutan Root Bark,牡丹皮,MOL000675,oleic acid,https://tcmsp-e.com/molecule.php?qn=675,oleic acid,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CCCCCCCCC=CCCCCCCCC(=O)O,High,Yes,No,No,No,No,0
25,Moutan Root Bark,牡丹皮,MOL006869,WLN: QR CQ DV1,https://tcmsp-e.com/molecule.php?qn=6869,WLN: QR CQ DV1,SULYEHHGGXARJS-UHFFFAOYSA-N,CC(=O)C1=C(C=C(C=C1)O)O,High,Yes,No,Yes,Yes,No,1
26,Moutan Root Bark,牡丹皮,MOL007002,paeonioflorin,https://tcmsp-e.com/molecule.php?qn=7002,paeonioflorin,YKRGDOXKVOZESV-QVMPQSNJSA-N,CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)CO)O)O)O)O,Low,Yes,No,No,No,No,0
27,Moutan Root Bark,牡丹皮,MOL007003,benzoyl paeoniflorin,https://tcmsp-e.com/molecule.php?qn=7003,benzoyl paeoniflorin,LATYEZNGPQKAIK-RZRIYOMWSA-N,-,-,-,-,-,-,-,-
28,Moutan Root Bark,牡丹皮,MOL007006,oxypaeoniflorin,https://tcmsp-e.com/molecule.php?qn=7006,oxypaeoniflorin,FCHVXNVDFYXLIL-QVMPQSNJSA-N,-,-,-,-,-,-,-,-
29,Moutan Root Bark,牡丹皮,MOL003867,Paeonolide,https://tcmsp-e.com/molecule.php?qn=3867,Paeonolide,IDZZECHGWAZTIB-NYBIBFQCSA-N,CC(=O)C1=C(C=C(C=C1)OC)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O,Low,No,No,No,No,No,0
30,Moutan Root Bark,牡丹皮,MOL000719,methyl salicylate,https://tcmsp-e.com/molecule.php?qn=719,methyl salicylate,OSWPMRLSEDHDFF-UHFFFAOYSA-N,COC(=O)C1=CC=CC=C1O,High,Yes,No,Yes,Yes,No,1
